material_id;topo_class;sub_class;cross_type
mp-29777;TI*;SEBR†;
mp-30099;trivial*;LCEBR†;
mp-30371;SM*;ESFD†;Point
mp-30432;SM*;ESFD†;Point
mp-30439;SM*;ESFD†;Point
mp-30490;TI*;SEBR†;
mp-305;TI*;SEBR†;
mp-30668;SM*;ES†;Line
mp-30818;SM*;ESFD†;Point
mp-3319;trivial*;LCEBR†;
mp-3378;trivial*;LCEBR†;
mp-3638;TI*;NLC†;
mp-3689;SM*;ES†;Line
mp-4008;trivial*;LCEBR†;
mp-4083;SM*;ES†;Line
mp-4539;SM*;ESFD†;Point
mp-4651;trivial*;LCEBR†;
mp-4710;trivial*;LCEBR†;
mp-4728;trivial*;LCEBR†;
mp-4852;TI*;SEBR†;
mp-505198;SM*;ESFD†;Point
mp-505391;SM*;ESFD†;Point
mp-5318;SM*;ESFD†;Point
mp-5368;trivial*;LCEBR†;
mp-541147;trivial*;LCEBR†;
mp-552738;TI*;SEBR†;
mp-553946;trivial*;LCEBR†;
mp-554081;trivial*;LCEBR†;
mp-555321;trivial*;LCEBR†;
mp-557543;trivial*;LCEBR†;
mp-558059;trivial*;LCEBR†;
mp-558122;SM*;ES†;Plane
mp-560129;trivial*;LCEBR†;
mp-5620;SM*;ESFD†;Point
mp-567377;TI*;NLC†;
mp-568151;TI*;SEBR†;
mp-568590;trivial*;LCEBR†;
mp-569089;TI*;SEBR†;
mp-569501;trivial*;LCEBR†;
mp-569531;trivial*;LCEBR†;
mp-569744;SM*;ES†;Line
mp-569974;TI*;SEBR†;
mp-570000;trivial*;LCEBR†;
mp-570615;trivial*;LCEBR†;
mp-571147;TI*;SEBR†;
mp-582751;SM*;ESFD†;Point
mp-5948;TI*;SEBR†;
mp-600232;SM*;ES†;Plane
mp-605863;trivial*;LCEBR†;
mp-616458;trivial*;LCEBR†;
mp-621612;trivial*;LCEBR†;
mp-6294;TI*;NLC†;
mp-6297;SM*;ESFD†;Point
mp-630820;trivial*;LCEBR†;
mp-643001;trivial*;LCEBR†;
mp-643655;trivial*;LCEBR†;
mp-6476;trivial*;LCEBR†;
mp-648;trivial*;LCEBR†;
mp-672307;SM*;ESFD†;Point
mp-696347;trivial*;LCEBR†;
mp-7493;TI*;NLC†;
mp-759722;trivial*;LCEBR†;
mp-7655;TI*;SEBR†;
mp-7723;trivial*;LCEBR†;
mp-811;SM*;ES†;Line
mp-8257;trivial*;LCEBR†;
mp-8514;SM*;ES†;Line
mp-8578;SM*;ESFD†;Point
mp-8704;trivial*;LCEBR†;
mp-8890;trivial*;LCEBR†;
mp-9080;trivial*;LCEBR†;
mp-9158;trivial*;LCEBR†;
mp-916;TI*;SEBR†;
mp-9723;trivial*;LCEBR†;
mp-9744;SM*;ESFD†;Point
mp-1019091;SM*;ESFD†;Point
mp-10200;TI*;SEBR†;
mp-11421;SM*;ESFD†;Point
mp-11466;SM*;ESFD†;Point
mp-11546;SM*;ESFD†;Point
mp-11977;SM*;ES†;Line
mp-12602;SM*;ESFD†;Point
mp-12829;trivial*;LCEBR†;
mp-13085;trivial*;LCEBR†;
mp-1356;TI*;NLC†;
mp-1363;SM*;ESFD†;Point
mp-1382;SM*;ESFD†;Point
mp-13978;trivial*;LCEBR†;
mp-14445;TI*;SEBR†;
mp-14796;trivial*;LCEBR†;
mp-15013;trivial*;LCEBR†;
mp-1677;TI*;SEBR†;
mp-16904;trivial*;LCEBR†;
mp-1723;SM*;ESFD†;Point
mp-173;SM*;ESFD†;Point
mp-17488;trivial*;LCEBR†;
mp-18230;trivial*;LCEBR†;
mp-1914;SM*;ESFD†;Point
mp-19155;trivial*;LCEBR†;
mp-1916;SM*;ESFD†;Point
mp-19295;trivial*;LCEBR†;
mp-19871;SM*;ES†;Line
mp-20074;SM*;ES†;Line
mp-20116;SM*;ES†;Line
mp-20492;trivial*;LCEBR†;
mp-2079;trivial*;LCEBR†;
mp-20950;TI*;SEBR†;
mp-21052;SM*;ESFD†;Point
mp-21101;SM*;ES†;Line
mp-21366;SM*;ES†;Line
mp-21412;SM*;ESFD†;Point
mp-22032;SM*;ESFD†;Point
mp-22361;trivial*;LCEBR†;
mp-22580;SM*;ESFD†;Point
mp-22953;SM*;ES†;Line
mp-23025;trivial*;LCEBR†;
mp-23176;trivial*;LCEBR†;
mp-23465;trivial*;LCEBR†;
mp-23522;trivial*;LCEBR†;
mp-2367;SM*;ESFD†;Point
mp-23702;trivial*;LCEBR†;
mp-2396;SM*;ESFD†;Point
mp-24095;SM*;ESFD†;Point
mp-24212;trivial*;LCEBR†;
mp-24336;trivial*;LCEBR†;
mp-2468;SM*;ES†;Line
mp-2524;TI*;SEBR†;
mp-2585;SM*;ESFD†;Point
mp-2597;SM*;ESFD†;Point
mp-2676;SM*;ESFD†;Point
mp-27424;trivial*;LCEBR†;
mp-27552;trivial*;LCEBR†;
mp-27642;trivial*;LCEBR†;
mp-27677;SM*;ESFD†;Point
mp-27688;trivial*;LCEBR†;
mp-27850;trivial*;LCEBR†;
mp-27916;trivial*;LCEBR†;
mp-27978;SM*;ESFD†;Point
mp-27982;SM*;ESFD†;Point
mp-28224;trivial*;LCEBR†;
mp-28235;SM*;ESFD†;Point
mp-28283;SM*;ES†;Line
mp-28760;trivial*;LCEBR†;
mp-29301;trivial*;LCEBR†;
mp-29373;trivial*;LCEBR†;
mp-2995;trivial*;LCEBR†;
mp-30374;SM*;ESFD†;Point
mp-30409;SM*;ESFD†;Point
mp-30598;SM*;ESFD†;Point
mp-30933;SM*;ESFD†;Point
mp-31232;trivial*;LCEBR†;
mp-31703;SM*;ES†;Line
mp-3632;trivial*;LCEBR†;
mp-4762;trivial*;LCEBR†;
mp-504825;trivial*;LCEBR†;
mp-505164;trivial*;LCEBR†;
mp-5350;trivial*;LCEBR†;
mp-5373;trivial*;LCEBR†;
mp-542448;trivial*;LCEBR†;
mp-542642;trivial*;LCEBR†;
mp-542996;trivial*;LCEBR†;
mp-550722;SM*;ESFD†;Point
mp-5532;trivial*;LCEBR†;
mp-554822;trivial*;LCEBR†;
mp-555;SM*;ESFD†;Point
mp-555229;trivial*;LCEBR†;
mp-557376;trivial*;LCEBR†;
mp-558227;trivial*;LCEBR†;
mp-558716;trivial*;LCEBR†;
mp-559043;trivial*;LCEBR†;
mp-559911;TI*;SEBR†;
mp-561068;trivial*;LCEBR†;
mp-561584;trivial*;LCEBR†;
mp-561827;trivial*;LCEBR†;
mp-568116;trivial*;LCEBR†;
mp-568380;SM*;ES†;Line
mp-568478;SM*;ESFD†;Point
mp-570172;trivial*;LCEBR†;
mp-570611;SM*;ES†;Line
mp-570910;trivial*;LCEBR†;
mp-571085;trivial*;LCEBR†;
mp-571518;trivial*;LCEBR†;
mp-571579;trivial*;LCEBR†;
mp-5950;TI*;SEBR†;
mp-610190;SM*;ESFD†;Point
mp-617;trivial*;LCEBR†;
mp-620404;trivial*;LCEBR†;
mp-636291;TI*;NLC†;
mp-6467;SM*;ESFD†;Point
mp-6912;SM*;ESFD†;Point
mp-6984;trivial*;LCEBR†;
mp-7092;TI*;NLC†;
mp-728;TI*;SEBR†;
mp-7582;trivial*;LCEBR†;
mp-7684;trivial*;LCEBR†;
mp-7834;SM*;ESFD†;Point
mp-8207;trivial*;LCEBR†;
mp-8290;trivial*;LCEBR†;
mp-861504;TI*;NLC†;
mp-8759;trivial*;LCEBR†;
mp-8768;SM*;ESFD†;Point
mp-8772;SM*;ESFD†;Point
mp-8927;trivial*;LCEBR†;
mp-910;SM*;ESFD†;Point
mp-913;trivial*;LCEBR†;
mp-927;trivial*;LCEBR†;
mp-9497;TI*;SEBR†;
mp-978090;SM*;ESFD†;Point
mp-1018880;SM*;ESFD†;Point
mp-1019277;SM*;ES†;Line
mp-1019317;SM*;ESFD†;Point
mp-1030;SM*;ESFD†;Point
mp-10335;SM*;ESFD†;Point
mp-10556;trivial*;LCEBR†;
mp-10854;SM*;ESFD†;Point
mp-10860;SM*;ES†;Line
mp-10871;TI*;SEBR†;
mp-10886;SM*;ESFD†;Point
mp-10902;SM*;ESFD†;Point
mp-11822;SM*;ESFD†;Point
mp-12431;trivial*;LCEBR†;
mp-12678;SM*;ES†;Line
mp-12753;SM*;ESFD†;Point
mp-12779;trivial*;LCEBR†;
mp-12832;TI*;SEBR†;
mp-13094;SM*;ESFD†;Point
mp-13207;trivial*;LCEBR†;
mp-13854;SM*;ESFD†;Point
mp-13859;trivial*;LCEBR†;
mp-144;SM*;ESFD†;Point
mp-15626;SM*;ESFD†;Point
mp-1589;SM*;ES†;Line
mp-16479;TI*;SEBR†;
mp-16737;trivial*;LCEBR†;
mp-1924;SM*;ES†;Plane
mp-1967;SM*;ESFD†;Point
mp-19838;TI*;SEBR†;
mp-20002;trivial*;LCEBR†;
mp-20247;trivial*;LCEBR†;
mp-204;SM*;ES†;Line
mp-2089;TI*;NLC†;
mp-20902;trivial*;LCEBR†;
mp-20975;TI*;SEBR†;
mp-20999;SM*;ESFD†;Point
mp-21130;SM*;ESFD†;Point
mp-21166;trivial*;LCEBR†;
mp-21892;trivial*;LCEBR†;
mp-22115;SM*;ES†;Plane
mp-22709;SM*;ES†;Plane
mp-2285;SM*;ESFD†;Point
mp-23993;trivial*;LCEBR†;
mp-24422;trivial*;LCEBR†;
mp-2678;SM*;ESFD†;Point
mp-27207;trivial*;LCEBR†;
mp-27422;trivial*;LCEBR†;
mp-27853;trivial*;LCEBR†;
mp-27914;trivial*;LCEBR†;
mp-28537;trivial*;LCEBR†;
mp-28931;trivial*;LCEBR†;
mp-29239;SM*;ES†;Plane
mp-2938;SM*;ESFD†;Point
mp-2976;SM*;ES†;Line
mp-29789;trivial*;LCEBR†;
mp-30091;trivial*;LCEBR†;
mp-30502;SM*;ESFD†;Point
mp-30614;TI*;SEBR†;
mp-30660;SM*;ESFD†;Point
mp-3076;SM*;ES†;Plane
mp-3088;SM*;ESFD†;Point
mp-3108;SM*;ESFD†;Point
mp-31349;SM*;ESFD†;Point
mp-31406;TI*;SEBR†;
mp-32308;trivial*;LCEBR†;
mp-371;SM*;ESFD†;Point
mp-4419;trivial*;LCEBR†;
mp-4630;TI*;NLC†;
mp-4854;SM*;ES†;Line
mp-504827;trivial*;LCEBR†;
mp-505297;trivial*;LCEBR†;
mp-510456;trivial*;LCEBR†;
mp-5419;SM*;ES†;Line
mp-542058;trivial*;LCEBR†;
mp-542239;SM*;ESFD†;Point
mp-542314;SM*;ESFD†;Point
mp-549333;SM*;ESFD†;Point
mp-556896;trivial*;LCEBR†;
mp-558669;trivial*;LCEBR†;
mp-5594;trivial*;LCEBR†;
mp-562631;trivial*;LCEBR†;
mp-568993;SM*;ESFD†;Point
mp-569653;trivial*;LCEBR†;
mp-569748;TI*;SEBR†;
mp-571098;SM*;ESFD†;Point
mp-571514;trivial*;LCEBR†;
mp-5901;SM*;ESFD†;Point
mp-5928;trivial*;LCEBR†;
mp-5976;SM*;ES†;Line
mp-607721;trivial*;LCEBR†;
mp-613;TI*;SEBR†;
mp-616240;trivial*;LCEBR†;
mp-616672;trivial*;LCEBR†;
mp-662499;trivial*;LCEBR†;
mp-6632;trivial*;LCEBR†;
mp-6674;trivial*;LCEBR†;
mp-7060;trivial*;LCEBR†;
mp-706386;trivial*;LCEBR†;
mp-713;trivial*;LCEBR†;
mp-7199;TI*;SEBR†;
mp-7339;trivial*;LCEBR†;
mp-739;SM*;ES†;Line
mp-7615;trivial*;LCEBR†;
mp-8086;trivial*;LCEBR†;
mp-8110;trivial*;LCEBR†;
mp-8418;TI*;NLC†;
mp-8609;trivial*;LCEBR†;
mp-861906;trivial*;LCEBR†;
mp-8830;trivial*;LCEBR†;
mp-9075;SM*;ESFD†;Point
mp-9146;trivial*;LCEBR†;
mp-9338;trivial*;LCEBR†;
mp-9453;trivial*;LCEBR†;
mp-953;SM*;ESFD†;Point
mp-9844;trivial*;LCEBR†;
mp-1007881;SM*;ESFD†;Point
mp-10341;trivial*;LCEBR†;
mp-1048;TI*;NLC†;
mp-10679;TI*;SEBR†;
mp-11658;trivial*;LCEBR†;
mp-12107;SM*;ESFD†;Point
mp-12433;trivial*;LCEBR†;
mp-13170;SM*;ESFD†;Point
mp-13534;SM*;ESFD†;Point
mp-13542;trivial*;LCEBR†;
mp-13900;trivial*;LCEBR†;
mp-1501;SM*;ESFD†;Point
mp-17092;SM*;ESFD†;Point
mp-17512;trivial*;LCEBR†;
mp-17518;trivial*;LCEBR†;
mp-1762;TI*;SEBR†;
mp-17696;trivial*;LCEBR†;
mp-18761;trivial*;LCEBR†;
mp-1909;SM*;ESFD†;Point
mp-1975;TI*;SEBR†;
mp-19897;trivial*;LCEBR†;
mp-19975;SM*;ESFD†;Point
mp-20260;trivial*;LCEBR†;
mp-20450;trivial*;LCEBR†;
mp-20495;trivial*;LCEBR†;
mp-20496;trivial*;LCEBR†;
mp-20612;SM*;ESFD†;Point
mp-20689;SM*;ESFD†;Point
mp-20708;TI*;SEBR†;
mp-20888;SM*;ES†;Plane
mp-20905;trivial*;LCEBR†;
mp-21012;SM*;ESFD†;Point
mp-21024;TI*;NLC†;
mp-21031;TI*;SEBR†;
mp-21141;SM*;ESFD†;Point
mp-21198;SM*;ESFD†;Point
mp-21525;trivial*;LCEBR†;
mp-21851;TI*;NLC†;
mp-22063;TI*;NLC†;
mp-2215;SM*;ES†;Line
mp-2252;SM*;ESFD†;Point
mp-22735;trivial*;LCEBR†;
mp-22915;trivial*;LCEBR†;
mp-22930;trivial*;LCEBR†;
mp-23392;trivial*;LCEBR†;
mp-23419;trivial*;LCEBR†;
mp-23683;trivial*;LCEBR†;
mp-238;SM*;ESFD†;Point
mp-23925;trivial*;LCEBR†;
mp-24007;trivial*;LCEBR†;
mp-24155;SM*;ESFD†;Point
mp-24165;trivial*;LCEBR†;
mp-2430;TI*;NLC†;
mp-27653;trivial*;LCEBR†;
mp-27824;trivial*;LCEBR†;
mp-27844;trivial*;LCEBR†;
mp-28278;trivial*;LCEBR†;
mp-284;TI*;SEBR†;
mp-29026;SM*;ESFD†;Point
mp-29364;trivial*;LCEBR†;
mp-29570;TI*;SEBR†;
mp-29635;trivial*;LCEBR†;
mp-29853;trivial*;LCEBR†;
mp-29904;trivial*;LCEBR†;
mp-30252;trivial*;LCEBR†;
mp-30402;SM*;ES†;Plane
mp-30685;SM*;ESFD†;Point
mp-30805;trivial*;LCEBR†;
mp-30814;SM*;ES†;Line
mp-30925;trivial*;LCEBR†;
mp-31002;trivial*;LCEBR†;
mp-31209;TI*;NLC†;
mp-3263;trivial*;LCEBR†;
mp-3419;trivial*;LCEBR†;
mp-3447;SM*;ES†;Line
mp-349;TI*;SEBR†;
mp-3515;SM*;ESFD†;Point
mp-3585;SM*;ESFD†;Point
mp-3614;trivial*;LCEBR†;
mp-37;TI*;SEBR†;
mp-3953;trivial*;LCEBR†;
mp-4117;trivial*;LCEBR†;
mp-42;SM*;ESFD†;Point
mp-4219;SM*;ESFD†;Point
mp-4276;trivial*;LCEBR†;
mp-432;SM*;ESFD†;Point
mp-4438;trivial*;LCEBR†;
mp-4439;SM*;ESFD†;Point
mp-4453;trivial*;LCEBR†;
mp-5088;SM*;ESFD†;Point
mp-510122;SM*;ESFD†;Point
mp-510148;SM*;ESFD†;Point
mp-510623;trivial*;LCEBR†;
mp-5150;SM*;ESFD†;Point
mp-5173;TI*;SEBR†;
mp-5376;SM*;ESFD†;Point
mp-542180;trivial*;LCEBR†;
mp-542583;SM*;ESFD†;Point
mp-545529;SM*;ESFD†;Point
mp-554479;trivial*;LCEBR†;
mp-555269;trivial*;LCEBR†;
mp-555863;trivial*;LCEBR†;
mp-557122;trivial*;LCEBR†;
mp-559246;SM*;ES†;Line
mp-567878;trivial*;LCEBR†;
mp-568012;SM*;ES†;Line
mp-568306;TI*;NLC†;
mp-568690;trivial*;LCEBR†;
mp-568705;SM*;ESFD†;Point
mp-569410;trivial*;LCEBR†;
mp-569610;SM*;ESFD†;Point
mp-570403;SM*;ESFD†;Point
mp-570788;SM*;ES†;Line
mp-574424;trivial*;LCEBR†;
mp-579544;TI*;NLC†;
mp-582259;trivial*;LCEBR†;
mp-5981;SM*;ESFD†;Point
mp-6270;trivial*;LCEBR†;
mp-632684;trivial*;LCEBR†;
mp-637575;SM*;ESFD†;Point
mp-639755;SM*;ESFD†;Point
mp-643759;trivial*;LCEBR†;
mp-644311;SM*;ESFD†;Point
mp-647102;TI*;NLC†;
mp-676437;trivial*;LCEBR†;
mp-6960;trivial*;LCEBR†;
mp-696529;trivial*;LCEBR†;
mp-6992;SM*;ESFD†;Point
mp-7018;trivial*;LCEBR†;
mp-7284;trivial*;LCEBR†;
mp-7297;trivial*;LCEBR†;
mp-741;trivial*;LCEBR†;
mp-7566;trivial*;LCEBR†;
mp-7595;trivial*;LCEBR†;
mp-7905;trivial*;LCEBR†;
mp-820;SM*;ESFD†;Point
mp-8389;trivial*;LCEBR†;
mp-8455;trivial*;LCEBR†;
mp-8586;trivial*;LCEBR†;
mp-9076;trivial*;LCEBR†;
mp-9164;SM*;ESFD†;Point
mp-925;SM*;ESFD†;Point
mp-9370;trivial*;LCEBR†;
mp-9425;trivial*;LCEBR†;
mp-975646;trivial*;LCEBR†;
mp-976380;TI*;NLC†;
mp-978853;TI*;SEBR†;
mp-978989;SM*;ES†;Line
mp-999338;SM*;ESFD†;Point
mp-10165;trivial*;LCEBR†;
mp-1018103;TI*;SEBR†;
mp-1018177;SM*;ESFD†;Point
mp-1018811;TI*;SEBR†;
mp-1019544;trivial*;LCEBR†;
mp-1019558;trivial*;LCEBR†;
mp-10953;trivial*;LCEBR†;
mp-11461;SM*;ESFD†;Point
mp-11654;trivial*;LCEBR†;
mp-1213;SM*;ESFD†;Point
mp-1272;SM*;ESFD†;Point
mp-13074;SM*;ESFD†;Point
mp-13190;trivial*;LCEBR†;
mp-13427;SM*;ES†;Line
mp-13490;SM*;ESFD†;Point
mp-13579;trivial*;LCEBR†;
mp-1387;SM*;ES†;Line
mp-1443;trivial*;LCEBR†;
mp-1453;SM*;ESFD†;Point
mp-14623;trivial*;LCEBR†;
mp-15226;trivial*;LCEBR†;
mp-16053;SM*;ESFD†;Point
mp-16272;trivial*;LCEBR†;
mp-16544;SM*;ESFD†;Point
mp-17865;SM*;ES†;Line
mp-179;SM*;ESFD†;Point
mp-18148;trivial*;LCEBR†;
mp-18651;SM*;ESFD†;Point
mp-18701;SM*;ESFD†;Point
mp-18803;trivial*;LCEBR†;
mp-19023;trivial*;LCEBR†;
mp-19069;SM*;ESFD†;Point
mp-19130;trivial*;LCEBR†;
mp-19212;trivial*;LCEBR†;
mp-2056;SM*;ES†;Line
mp-20632;TI*;SEBR†;
mp-2067;TI*;SEBR†;
mp-2117;SM*;ES†;Line
mp-21316;TI*;NLC†;
mp-2133;trivial*;LCEBR†;
mp-21401;SM*;ES†;Plane
mp-21907;SM*;ES†;Line
mp-22240;TI*;NLC†;
mp-2225;SM*;ES†;Line
mp-22320;SM*;ESFD†;Point
mp-22346;trivial*;LCEBR†;
mp-22536;trivial*;LCEBR†;
mp-22696;TI*;SEBR†;
mp-22863;trivial*;LCEBR†;
mp-22941;SM*;ES†;Line
mp-2389;TI*;SEBR†;
mp-23914;trivial*;LCEBR†;
mp-2443;SM*;ES†;Line
mp-2572;SM*;ES†;Line
mp-27944;SM*;ES†;Line
mp-27981;SM*;ESFD†;Point
mp-2822;SM*;ESFD†;Point
mp-28375;SM*;ESFD†;Point
mp-28487;TI*;SEBR†;
mp-2863;SM*;ES†;Line
mp-28687;SM*;ESFD†;Point
mp-28710;trivial*;LCEBR†;
mp-2878;trivial*;LCEBR†;
mp-28945;SM*;ESFD†;Point
mp-2932;TI*;NLC†;
mp-29427;trivial*;LCEBR†;
mp-30069;SM*;ES†;Line
mp-30602;SM*;ES†;Line
mp-30661;SM*;ESFD†;Point
mp-30724;SM*;ES†;Line
mp-31503;trivial*;LCEBR†;
mp-3769;SM*;ESFD†;Point
mp-3808;trivial*;LCEBR†;
mp-4009;trivial*;LCEBR†;
mp-4034;SM*;ESFD†;Point
mp-4156;trivial*;LCEBR†;
mp-4394;SM*;ESFD†;Point
mp-4788;SM*;ESFD†;Point
mp-4864;trivial*;LCEBR†;
mp-505005;SM*;ES†;Line
mp-505158;trivial*;LCEBR†;
mp-505781;SM*;ESFD†;Point
mp-537;TI*;SEBR†;
mp-540895;trivial*;LCEBR†;
mp-541899;trivial*;LCEBR†;
mp-542810;trivial*;LCEBR†;
mp-551905;trivial*;LCEBR†;
mp-554710;trivial*;LCEBR†;
mp-556229;trivial*;LCEBR†;
mp-558360;trivial*;LCEBR†;
mp-559519;trivial*;LCEBR†;
mp-559545;trivial*;LCEBR†;
mp-559959;SM*;ESFD†;Point
mp-560882;trivial*;LCEBR†;
mp-561326;trivial*;LCEBR†;
mp-567178;trivial*;LCEBR†;
mp-5673;TI*;SEBR†;
mp-567705;TI*;SEBR†;
mp-567789;trivial*;LCEBR†;
mp-568208;trivial*;LCEBR†;
mp-568269;SM*;ESFD†;Point
mp-569249;SM*;ESFD†;Point
mp-569511;TI*;NLC†;
mp-5725;trivial*;LCEBR†;
mp-573763;trivial*;LCEBR†;
mp-5766;SM*;ES†;Plane
mp-583034;TI*;NLC†;
mp-5853;trivial*;LCEBR†;
mp-6015;trivial*;LCEBR†;
mp-616544;TI*;NLC†;
mp-616577;trivial*;LCEBR†;
mp-630760;trivial*;LCEBR†;
mp-632808;trivial*;LCEBR†;
mp-633403;TI*;SEBR†;
mp-638469;trivial*;LCEBR†;
mp-640345;SM*;ESFD†;Point
mp-6610;trivial*;LCEBR†;
mp-7168;SM*;ES†;Line
mp-743890;trivial*;LCEBR†;
mp-753181;trivial*;LCEBR†;
mp-762;trivial*;LCEBR†;
mp-768203;trivial*;LCEBR†;
mp-7708;SM*;ESFD†;Point
mp-780738;SM*;ESFD†;Point
mp-7814;TI*;SEBR†;
mp-8102;SM*;ES†;Line
mp-825;trivial*;LCEBR†;
mp-8263;trivial*;LCEBR†;
mp-8351;trivial*;LCEBR†;
mp-8354;trivial*;LCEBR†;
mp-8409;trivial*;LCEBR†;
mp-9138;trivial*;LCEBR†;
mp-932;SM*;ES†;Line
mp-9321;trivial*;LCEBR†;
mp-9365;trivial*;LCEBR†;
mp-9436;SM*;ES†;Line
mp-971806;SM*;ESFD†;Point
mp-973904;SM*;ES†;Line
mp-9794;trivial*;LCEBR†;
mp-981247;SM*;ESFD†;Point
mp-981396;SM*;ESFD†;Point
mp-10044;trivial*;LCEBR†;
mp-1018175;SM*;ESFD†;Point
mp-1018738;TI*;NLC†;
mp-10234;trivial*;LCEBR†;
mp-10782;trivial*;LCEBR†;
mp-10923;SM*;ESFD†;Point
mp-11258;SM*;ESFD†;Point
mp-11312;SM*;ESFD†;Point
mp-11398;SM*;ESFD†;Point
mp-1211;SM*;ESFD†;Point
mp-12704;trivial*;LCEBR†;
mp-13200;SM*;ES†;Line
mp-1330;trivial*;LCEBR†;
mp-13447;SM*;ESFD†;Point
mp-1359;SM*;ES†;Line
mp-1419;trivial*;LCEBR†;
mp-14410;TI*;SEBR†;
mp-14466;trivial*;LCEBR†;
mp-14797;trivial*;LCEBR†;
mp-1487;SM*;ESFD†;Point
mp-15819;SM*;ES†;Line
mp-16742;trivial*;LCEBR†;
mp-17089;trivial*;LCEBR†;
mp-17207;trivial*;LCEBR†;
mp-17701;trivial*;LCEBR†;
mp-18;SM*;ESFD†;Point
mp-18812;SM*;ESFD†;Point
mp-1886;SM*;ES†;Line
mp-18943;trivial*;LCEBR†;
mp-18968;trivial*;LCEBR†;
mp-1903;SM*;ES†;Line
mp-1937;SM*;ES†;Plane
mp-20326;TI*;NLC†;
mp-20346;TI*;NLC†;
mp-20619;TI*;NLC†;
mp-20985;SM*;ESFD†;Point
mp-21097;trivial*;LCEBR†;
mp-21167;SM*;ESFD†;Point
mp-213;TI*;SEBR†;
mp-21359;SM*;ES†;Plane
mp-21445;trivial*;LCEBR†;
mp-21467;TI*;SEBR†;
mp-23022;trivial*;LCEBR†;
mp-23084;trivial*;LCEBR†;
mp-2309;TI*;NLC†;
mp-23225;trivial*;LCEBR†;
mp-23297;trivial*;LCEBR†;
mp-23884;trivial*;LCEBR†;
mp-2465;SM*;ESFD†;Point
mp-2470;SM*;ESFD†;Point
mp-2582;TI*;SEBR†;
mp-2657;trivial*;LCEBR†;
mp-27231;trivial*;LCEBR†;
mp-27502;trivial*;LCEBR†;
mp-27628;trivial*;LCEBR†;
mp-2806;SM*;ES†;Line
mp-28084;trivial*;LCEBR†;
mp-28220;trivial*;LCEBR†;
mp-28607;SM*;ES†;Line
mp-28628;SM*;ESFD†;Point
mp-28939;TI*;SEBR†;
mp-28947;trivial*;LCEBR†;
mp-29287;SM*;ESFD†;Point
mp-2939;SM*;ESFD†;Point
mp-29483;trivial*;LCEBR†;
mp-29816;trivial*;LCEBR†;
mp-29927;trivial*;LCEBR†;
mp-30363;SM*;ES†;Line
mp-30383;SM*;ESFD†;Point
mp-30395;TI*;SEBR†;
mp-3042;trivial*;LCEBR†;
mp-30846;SM*;ES†;Line
mp-31421;trivial*;LCEBR†;
mp-3187;trivial*;LCEBR†;
mp-3195;trivial*;LCEBR†;
mp-3217;trivial*;LCEBR†;
mp-322;trivial*;LCEBR†;
mp-3325;TI*;SEBR†;
mp-3342;trivial*;LCEBR†;
mp-34202;TI*;SEBR†;
mp-3477;SM*;ESFD†;Point
mp-3522;SM*;ESFD†;Point
mp-3595;trivial*;LCEBR†;
mp-36248;trivial*;LCEBR†;
mp-3731;trivial*;LCEBR†;
mp-3870;trivial*;LCEBR†;
mp-3880;SM*;ESFD†;Point
mp-3924;trivial*;LCEBR†;
mp-4511;trivial*;LCEBR†;
mp-4662;trivial*;LCEBR†;
mp-4998;SM*;ESFD†;Point
mp-5045;trivial*;LCEBR†;
mp-504543;SM*;ES†;Line
mp-5365;SM*;ESFD†;Point
mp-541013;trivial*;LCEBR†;
mp-541832;trivial*;LCEBR†;
mp-542967;trivial*;LCEBR†;
mp-553884;trivial*;LCEBR†;
mp-554034;trivial*;LCEBR†;
mp-5544;SM*;ES†;Line
mp-554896;trivial*;LCEBR†;
mp-556094;trivial*;LCEBR†;
mp-556237;trivial*;LCEBR†;
mp-556565;trivial*;LCEBR†;
mp-556757;SM*;ESFD†;Point
mp-557115;trivial*;LCEBR†;
mp-557359;trivial*;LCEBR†;
mp-557510;trivial*;LCEBR†;
mp-557584;trivial*;LCEBR†;
mp-558241;trivial*;LCEBR†;
mp-559540;trivial*;LCEBR†;
mp-560870;trivial*;LCEBR†;
mp-561067;SM*;ESFD†;Point
mp-561511;trivial*;LCEBR†;
mp-567220;SM*;ES†;Line
mp-568656;trivial*;LCEBR†;
mp-568816;SM*;ESFD†;Point
mp-569052;trivial*;LCEBR†;
mp-569095;SM*;ES†;Line
mp-569281;SM*;ES†;Line
mp-569964;trivial*;LCEBR†;
mp-570125;trivial*;LCEBR†;
mp-570708;SM*;ESFD†;Point
mp-571358;trivial*;LCEBR†;
mp-571467;trivial*;LCEBR†;
mp-572596;trivial*;LCEBR†;
mp-6000;trivial*;LCEBR†;
mp-607848;SM*;ESFD†;Point
mp-613314;trivial*;LCEBR†;
mp-616507;TI*;SEBR†;
mp-622106;SM*;ES†;Line
mp-624739;TI*;SEBR†;
mp-669377;trivial*;LCEBR†;
mp-672256;TI*;NLC†;
mp-691;trivial*;LCEBR†;
mp-697873;trivial*;LCEBR†;
mp-7008;trivial*;LCEBR†;
mp-7498;TI*;SEBR†;
mp-7744;trivial*;LCEBR†;
mp-7794;SM*;ESFD†;Point
mp-7848;trivial*;LCEBR†;
mp-788;SM*;ESFD†;Point
mp-8098;trivial*;LCEBR†;
mp-8615;trivial*;LCEBR†;
